"ensembl_id","gene_symbol","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000102678","FGF9","fibroblast growth factor 9",227.392641409266,2.6151856509259,0.480844920617405,5.43872990811258,5.36617315514259e-08,0.00265995837127263
"ENSG00000100285","NEFH","neurofilament heavy chain",247.277096636089,-1.56207337751432,0.298250572679841,-5.23745307001016,1.62807680428559e-07,0.00403510695558163
